registry_close,amount,currency,source,registry_close_source,split_adjusted_back_by
2004-05-10,3.2022,RUB,skill_fill_tbank,tbank_reestr,
2004-07-01,3.2,RUB,skill_fill_dohod,,
2005-05-03,5.75,RUB,skill_fill_dohod,,
2006-05-06,7.6,RUB,skill_fill_dohod,,
2007-05-14,9.67,RUB,skill_fill_dohod,,
2008-05-08,14.84,RUB,skill_fill_dohod,,
2009-05-08,20.15,RUB,skill_fill_dohod,,
2010-05-07,15.4,RUB,skill_fill_dohod,,
2011-05-10,14.54,RUB,skill_fill_dohod,,
2012-05-10,14.71,RUB,skill_fill_dohod,,
2013-05-08,14.6,RUB,skill_fill_dohod,,
2013-08-14,5.22,RUB,skill_fill_dohod,,
2014-07-07,18.6,RUB,skill_fill_dohod,,
2014-10-14,6.2,RUB,skill_fill_dohod,,
2015-07-07,19.56,RUB,skill_fill_dohod,,
2015-10-14,5.61,RUB,skill_fill_dohod,,
2016-07-05,14.01,RUB,skill_fill_dohod,,
2016-10-14,11.99,RUB,skill_fill_dohod,,
2017-07-10,15.6,RUB,skill_fill_dohod,,
2017-10-13,10.4,RUB,skill_fill_dohod,,
2018-07-09,23.4,RUB,moex_iss,,
2018-10-09,2.6,RUB,moex_iss,,
2019-07-09,19.98,RUB,moex_iss,,
2019-10-14,8.68,RUB,moex_iss,,
2020-01-10,13.25,RUB,moex_iss,,
2020-07-09,20.57,RUB,moex_iss,,
2020-10-12,8.93,RUB,moex_iss,,
2021-07-08,26.51,RUB,moex_iss,,
2021-10-12,10.55,RUB,moex_iss,,
2022-07-12,33.85,RUB,moex_iss,,
2023-06-29,34.29,RUB,moex_iss,,
2024-07-16,35.0,RUB,moex_iss,,
2025-07-07,35.0,RUB,moex_iss,,
